recommend, date, review
Recommended,Posted: March 26| 2019,I bought the game without jumping on the hype train. My pre-order was literally the night before launch| and only to get the bonus DLC Horizon Omega ship and the extra starting units. And while I can understand that a lot of people had their hearts broken in August 2016| (I'll admit I found the game lacklustre and samey after my first 20 hours) the team at HG have worked so hard to regain the trust they lost. Now we're being given VR support and MMO-styled online features for free!I've now played over 1000 hours across Gog and Steam. The reason I've played it so much is that the devs have continued to add content; a trail of breadcrumbs which lead the player on a grand adventure through the cosmos and a lot more new things to do to the universe| making it feel more alive with every update. NEXT (1.5) changed everything; I was starting to get bored with Atlas Rises (1.3) at about 450 hours in| but so much was added and had changed that a refresh of the game with all the new content allowed me to sink a further 560 very enjoyable hours into exploring| crafting| building| meeting other players and building enormous bases on any planet of my choosing| anywhere at all.That wasn't even the end| we received "The Abyss" content update just days before Halloween adding to the game something of a Subnautica angle| and shortly after that in November we received yet another content update called Visions which introduced new biomes| new systems such as salvage| archaeology. And through all this| they even found time to add a whole season of new content provided through community-based missions asking us to work together towards a common in-game goal.I think now| the public's perception of the game has finally begun to turn around. Haters are few and far between. And while the game is still not a masterpiece| I have faith in the ability and commitment of the devs. I believe one day it will be considered one of the greatest games of our time.
Not Recommended,Posted: August 16| 2016,A mile wide but an inch deep. I can not express it better.
Recommended,Posted: January 21,Thank you Mr Internet Historian
Not Recommended,Posted: November 9| 2016,I'll make it shortPros:-1- first two hoursCons:-1- The entire game after the first two hours
Recommended,Posted: June 28| 2019,You've heard "wide as the ocean| deep as a puddle" right?Well it's deep as a swimming pool now so jump in.
Recommended,Posted: August 11| 2019,Yeah so| if you ignore everything you were ever told about the game| and buy it on sale half off| then it's one of the best returns on money spent you can get. Play for a quick hour or two before bed to help you calm down. Come home from a ♥♥♥♥♥♥ stressful day at work? This is the game I want to play. Idk... I'm not 14 anymore. I don't want twitchy shooters| and I don't have enough time to invest in giant over-arching storylines that suck me in and require me to remember what happened 8 hours beforehand. This is a good game.
Recommended,Posted: November 5| 2018,I thought they were just going to take the money and run with it| but it seems the developers of this game truly wanted to make what they promised| and have been supporting the game for 2 years now. This game seems to be made with a lot more love than what I see in a lot of other games| even if it's initial launch shows otherwise.
Not Recommended,Posted: September 29| 2016,Let this be a lesson to us all: never pre-order anything.
Recommended,Posted: July 25| 2018,I fed a dinosaur and it smiled at me10/10
Not Recommended,Posted: March 24| 2017,Let's get a couple things out of the way first. Number one| this is going to be one of the most honest reviews you'll see on this game. I'm not a troll| I'm not a fan boy... I said I would buy this game when its price was lowered to less than $40 and that's exactly what I did for the experience alone.Now| before I can discuss the various aspects of the game I need to address the elephant in the room and get past it first. No Man's Sky is one of the biggest lies that I've ever seen. Don't get me wrong| this wont affect my review| but it needs to be said. Sean Murray is one of the most deceptive| and despicable developers I have ever seen. He blatantly lied on national television| online| etc about features in this game that don't exist (even now many months after release). It's why the dev team is/was being investigated in the UK for false advertising. Don't take my word for it| search "No Man's Lie" or "One Man's Lie" and you'll find all the evidence you need.That said| below is my review of the game. If you want a shortened version| just skip to the final verdict at the bottom.OverviewThe game throws you onto a planet and giving you a waypoint to your crashed ship with very little else to go on. You have a mining tool| probably a failing suit to the environment (acid rain| cold| heat| etc)| and need to struggle to survive while repairing your ship. Once repaired| the galaxy is your limit. There is absolutely no hand holding here| it will be a struggle (on survival mode).GraphicsThis game is visually "beautiful"... but also extremely ugly at the same time. Looking at planets and walking around them looks amazing. The effects looking around and flying are fantastic. But the ground textures are EXTREMELY blurry| planets look one way in space and as you get closer change drastically. AA effects are choppy| and animals look almost made out of clay. There are some significant graphics issues with this game that takes away from the experience (even when maxed out).StorylineThis game features an almost non-existent storyline. You get a main questline to obtain recipes... but it's not very up front and doesn't really do anything to tell a story. You don't understand these new races| and don't feel like you're apart of their struggle. You never find out why you're there| or what you were up to. You don't get a grasp of the galaxy and how it's laid out and just move from one system to another to eventually get to the center (which| the outcome is absolute trash and swift kick in your pants).Side QuestingThere are a LOT of side things you can do in this game| not really quests so much as "give one of -these- to an alien" who in turn gives you reputation or recipes. Or learning a language word from one of three races. Reputation does absolutely NOTHING for your character or the story. You can't pick sides in a conflict| and you can't change your destiny based on your interactions. The interactions have NO effect what so ever on the galaxy. Once you've collected all of the recipes and brought a cube| or isotope to an alien| it just repeats. Completely repetitve and boring.CombatGeneral combat is fluid and fun. The worst aspect about combat is currently what should be the most important... space combat. Design flaws exist that really have me scratching my head (like the fact that in the middle of a dogfight I need to open my inventory and manually repair my ship while still flying and fighting). No hotkeys| no hot bar| nothing. Incredibly frustrating. Ground combat involves fighting drones (sentinels) or aggressive animals. Pretty bland| but smooth enough. You can pretty much avoid all sentinels by sprinting away from them. They give up looking for you even when standing in an open field in front of them.Skills| and UpgradesNo skills to be had unless it's an upgrade to your multi-tool or ship. Very little in the way of character development and if you find a new tool or ship| that's your instant gratification. Upgrades are crafted| which can be frustrating for people who just want to explore and not grind (farm). Getting ships is also a chore| or expensive depending on how you obtain them.Game PerformanceI run a PC with the following specs:AMD FX-8370 (8 core CPU) @ 4.01ghzG.Skill RAM 16GB @ 1600mhzAsus GTX 1080 8GBWindows 10I can run the game at 30-60fps on 1920 x 1080 with the graphics settings maxed out. Generally I get about 30fps on the ground and 60fps from the air. Which when you look at the blurry textures| the HORRENDOUS pop in (which I've crashed more than once into a cliff face because of how slow the terrain pops in)| short viewing distance| etc... I should be doing a lot better here. I absolutely blow this game away with my specs and yet| it struggles. Definitely in need of a significant optimization pass| even though this game launched as a FULL retail release. Not an alpha.Final VerdictThis game is fun for ONLY two people. Casuals who want to explore and just fly around. Second are hardcore fans. These are guys that stuck with the game from the beginning and don't mind the grind (they'll also defend it with their last breath and probably even vote this review down). But if you're a survivalist| like space games| etc... there are other options out there for you. This game is NOT for you. With the state of the game| poor performance| and other annoying development decisions... I have to downvote this game. Even after the Pathfinder and Base Building updates. 40+ hours into the game and I'm unimpressed. This game should have done two things... been classed as an Early Access game from the start and been priced at $30. This would have saved them from the terrible reviews and they could have explained away the blatant lies with that. But Sean Murray never ONCE explained himself afterwards. He never sat down with the angry consumers and explained why he said there was no multiplayer| large scale fleet battles| and more. If I were him I would have done an ask me anything live (like on Twitch)| and explained everything. If it was Sony to be blamed| he needed to blame them. Something to make people understand WHY. With its pro's and con's and there's too many to fit into my review here (character limits)... I give this game a solid 6/10. It's ALMOST there in terms of being something I could recommend. I followed this game from the first announcement... and it failed on so many levels. I watched the launch| and followed the updates before I recently purchased this. If I hadn't paid less than $40| I would be irrate. I can see why it's rated so low.
Not Recommended,Posted: September 8| 2016,As for the features missing in the game which were said to be in the game please see the list below with link to the source.1. Landing on AsteroidsSource: 2. Destroying Space Stations And FleetsSource: Souce: 3.Giant Fleets of ShipsSource: https://youtu.be/MZO40WBNA60?t=1m44s4. Large Freighters Actually MovingSource: https://youtu.be/RRpDn5qPp3s?t=1m11s5. Faction Affiliations w/ SignificanceSource: https://youtu.be/D-uMFHoF8VA?t=9m37s6. Trade Ships Docking w/ FreightersSource: https://youtu.be/BXUrOFVItgs?t=2m57s7. Large-Scale| Joinable Space Battles Between Factions.Source: https://youtu.be/v5sBbjckyzU?t=34s8. NPC Ships Launching From The GroundSource: https://youtu.be/WQhSP82uhY4?t=33s10. Planets Rotating and Orbiting Around a SunSource: https://youtu.be/ueBCC1PCf84?t=1m34shttps://youtu.be/ueBCC1PCf84?t=7m58shttps://youtu.be/D-uMFHoF8VA?t=3m14shttps://youtu.be/v5sBbjckyzU?t=1m40s11. The Technical Possibility of Flying Between Star Systems ManuallySource: https://youtu.be/GjKTJblJpw0?t=2m14s12.Actual Ship Classes And DifferentiationSource: https://youtu.be/h-kifCYToAU?t=24m2shttps://youtu.be/D-uMFHoF8VA?t=14m38shttps://youtu.be/D-uMFHoF8VA?t=17m45s13.Naming ShipsSource: https://youtu.be/GjKTJblJpw0?t=38m18s14.More Natural Flight CharacteristicsSource: https://youtu.be/MZO40WBNA60?t=2m20s15. Resources Depending On Distance From Sun| Environmental FactorsSource: https://youtu.be/it_9pUYO2AY?t=4m33shttps://youtu.be/BXUrOFVItgs?t=2m2shttps://youtu.be/D-uMFHoF8VA?t=2m48shttps://youtu.be/D-uMFHoF8VA?t=10m32s16. The Ability To Play The Game Solely As A Trade or Solely in SpaceSource: https://youtu.be/BXUrOFVItgs?t=56shttps://youtu.be/D-uMFHoF8VA?t=15m57shttps://youtu.be/GjKTJblJpw0?t=35m20s17.Crafting That Has ComplexitySource: https://youtu.be/BXUrOFVItgs?t=2m8s18. Find Elements By Checking Galactic MapSource: https://youtu.be/BXUrOFVItgs?t=1m19s19.Large Creatures Affecting the LandscapeSource: https://youtu.be/MZO40WBNA60?t=1m12s%22https://youtu.be/0APP5WcX8v8?t=47s20.Creatures Doing Things They Don't Do in the GameSource: https://youtu.be/WQhSP82uhY4?t=1m21shttps://youtu.be/MZO40WBNA60?t=42s21.Large StructuresSource: https://youtu.be/RRpDn5qPp3s?t=32shttps://youtu.be/MZO40WBNA60?t=2m30shttps://youtu.be/0APP5WcX8v8?t=32shttps://youtu.be/0APP5WcX8v8?t=43s22.Crashed FreightersSource: https://youtu.be/RRpDn5qPp3s?t=1m19s23. PortalsSource: https://youtu.be/WQhSP82uhY4?t=1m37s24. Sentinels in Large PacksSource: https://youtu.be/-sb-clg3Tlw?t=4m27s25.Maintaining Wanted Level IndoorsSource: https://youtu.be/D-uMFHoF8VA?t=11m49s26. Ambient Walker SentinelsSource: https://youtu.be/WQhSP82uhY4?t=40s27.Being Able To See and Play With Other PlayersSource: https://youtu.be/n0uYnwqlslU?t=58sWhy Does It Fall Short of What Was Advertised?Explore:Planets are less diverse than we'd been told| and with less features. They also don't seem to become appreciably more interesting as you move towards the center| if at all. The pool of resources is shallow| and they're spread more or less homogeneously among planets. There are no objects on planets that you will not have seen in an hour or two on your first planet| and no objects in space that can be found through exploration. Explore should be renamed Sightsee| as that's more or less what you're doing when exploring because you quickly run out of significant things to discover.Fight:Ship combat was trivialized by the removal of classes and ship attributes. Large scale space battles were cut as well| and you cannot destroy space stations or freighters as we'd been told. You will fight sentinels and pirates alone| all of which fly ships which are functionally identical to your own. Ground combat occurs with only a few sentinels at a time| and poses no challenge. Fights are easily won| escaped from| or avoided entirely.Trade:Trading offers few benefits outside of selling valuable items to upgrade to better equipment. There are few items you'd actually ever want to buy from a trader| and few things to sell that are worth using an inventory slot on instead of a gold/emeril stack. Grinding for elements/rare items to sell is as far as most will ever go| and money quickly becomes useless in the game. You probably can't play as a space trader exclusively| and trading between systems doesn't seem worth the hassle even if you can. Trading with factions is a non-consideration as you will max out in rep for everyone very quickly. There simply isn't enough elements in the game to support deep trade| as there's little to actually need| and little worth actually selling.Survive:Everything you need for basic survival is bountiful on every planet. Sentinels pose no risk. The only thing that poses any particular risk is extreme planets| and there's zero incentive to even really visit those as they've got nothing you couldn't easily find elsewhere| not that the risk they pose isn't easily mitigated and/or dealt with.As you can see| the game we were told we'd get is a far more feature-rich| complex and dynamic game than the one we actually got. What we got was a static| lifeless and paper thin experience by comparison.I know I have played the game longer than the 2 hour refund peroid| but there was know way to know if any of these features we were sold on were in the game with out longer play time. As you can see I consistently played the game for those 18 hours when it was released. But I have not play it since after finding out all these features we were shown are missing.As well as the missing features there are also performance issues and random crashes of the game. My system specs are as follows.i7 2.67 GHz32GB RamNvidia GeForce GTX1070Windows 7 Professional 64bitI have been a long time Steam member for over 10 years and have a lot of games I have purchased from the platform in those years. This is the first one I have ever bought where I have felt cheated due to the misleading advertising of the game. I will seriously consider purchases with them Steam in future if the refund isn't resolved.I believe on these grounds I am entitled to a full refund.I am live in Netherlands and consumer law states I and entitled to a refund if:Does not match descriptions made by the salesperson| on packaging and labels| and in promotions or advertising.
Recommended,Posted: December 2| 2019,No Man’s Will Visit It All  I was late to the NMS party| but I have been around long enough to see 2 major patches and multiple smaller additions that keep adding to a game that for some time far surpasses what it was advertised to be.‘That video’ of the odd looking creature that was supposedly a representation of the one in the trailer is findable| but so is everything else seen before as well as other variations.That is the beauty of NMS| yes similar planets yield similar Foliage| Fauna| Minerals & a lot will look odd compared to what we perceive as 'normal'. It make's a lot of exploration after 100h+ feel a little deja vu. The true exploration though comes when you find those more unique variations| the ones that you stop for a moment| maybe take a photo or decide to build a base in order to appreciate the many variables that had to be exactly so to make it.This is why I keep playing| amongst other things. The hard truth: 🔸 NMS is not a First Person Shooter| although it has need for it sometime.🔹 NMS is not a Flight Simulator| contour hugging is assisted &| lading/taking off is auto.🔸 NMS is not a Space Dogfight Sim| although it will be needed now n then.🔹 NMS is not a fast paced game| you can spend a lot of time gathering resources| exploring and tracking down blueprints for better gear| ships or planets| especially early on.But that is the point of NMS| it is a journey from being stranded on a planet with no memory and a non functional ship to exploring the far reaches of the galaxy to learn the truth| whilst doing as little or as much as you want with the endless possibilities around you.. In its simplest form NMS is; 🔸 Gather resources to survive and repair [point A]|🔹 Use resources to craft items| & tech to travel further|🔸 Learn how to craft new/better items or tech|🔹 Travel to new systems and progress the above| until you get to [point B] What is possible| and completely optional is; 🔸 Learning 3 different alien dialects to better communicate with them|🔹 Talking| learning from and/or trading with the alien lifeforms|🔸 Story/quest lines for| agriculture| weapons| exocrafts| science and base building|🔹 Exploring ancient Alien sites for insight into their past|🔸 Hacking manufacturing plans to steal blueprints| units or nanites|🔹 Solving numeric codes to unearth amongst other things| distress beacons|🔸 Claiming unoccupied crashed ships and getting them in flying condition|🔹 Scraping said ship for resources and credits| or🔸 Using the ship as a part exchange for another ship|🔹 Completing requests from random AI for items| res or units|🔸 Completing faction quests for bigger rewards| [faction relation levels required]🔹 Cataloging Systems| Planets| Flora| Forna and Minerals for better information|🔸 Uploading the information so everyone can see you discovered it|🔹 and more| lots| lots more… Building a base;  [May I add| with a very competent construction system] 🔸 That just looks good| 🔹 Provides shelter in harsh environments|🔸 Allows for item/resource/trophy storage|🔹 Can mine resources for either use or straight up profit|🔸 Can grow plans| fungus| ‘NipNip’ for use or profit|🔹 Can [non lethal] harvest from the local wildlife| for use or profit|🔸 Provide a garage for 4x different land Exocraft and 1x Underwater Exocraft|🔹 Creating a disco? With the newly added ByteBeat Device| Expanding your space presence; 🔹 Upgrading your personal ship with better engines| weapons| sensors|🔸 Buying a better personal ships [Haulers| Shuttles| Fighters and Explorers]🔹 Buying a Freighter [cheaper if you rescue it form pirates first] ;🔸 This can acts as a mobile base [doing almost all a planet base can| no exsocraft]| 🔹 Freighters act as a personal starship garage|🔸 A command post for your supporting fleet|🔹 Supporting ships can be sent on mission for your profit and there experience|🔸 Your combat support ships will aid you in space battles [if in same system]|Variables that affect everything to nothing; 🔸 Each star system is procedurally generated [4 star types] that affect Biodomes🔹 Each planet/moon is procedurally generated [~8 main types]🔸 Each planet/moon can have multiple of other factors;Rarity x4 with x10 variations for each| Biodome types x11| Levels of life| Weather levels| Density levels for: Flora| Forna| Minerals| Buildings| Archaeological sites| Locals| Sentinel presence| Crashed Starships and Freighters ...Valuables such as: Relic| Burial Sites| Salvage Containers| Gravitino balls ...[You can see how quickly this creates variation| and I just scratched the surface]🔹 Each system has its own economy. Better economy better prices|🔸 Each system has its own specialization; Manufacturing| Minning. Better related goods|🔹 Each system has its own conflict level| higher levels| more pirates and space battles|🔸 Economies can be influenced by high volume buying or selling|🔹 Multitools found at space stations or AI bases are procedurally generated|🔸 Starships found within a system have their own styles|🔹 Support Ships have unique stats| crew and potential issues/bonuses|🔸 Alien factions have relation levels to you| 🔹 This list would be pages long to do NMS justice 🔸 On the surface No Man’s Sky seems simple enough| but if you scratch the surface you find a galaxy sized rabbit hole that leads to endless explorations| and betterment.It should also be noted that the development team is still adding great content to the game that I assumed would have been kept for a sequel.They have far surpassed what this game was originally meant to be and with gradual betterment to all elements of the game and new additions [some never expected] | No Man's Sky is worth a look| or at least worth keeping an eye on as it grows beyond expectation.  No Man’s Sky ∞/∞  Nominated for ‘The Labor of Love Award’ Steam award 2019
Recommended,Posted: December 29| 2017,I played at launch| yelled at the screen and left it alone for a year.I came back with Atlas patch and in fairness the game was massively improved and actually playable.  I explored a fair bit| built a nice profitable base| upgraded stuff| etc etc.The problem I find is that the universe while vast| is just shallow.  I mean| at a certain point you just realize you are alone with nothing to do.  There is no feeling of intelligence life in the universe for you to interact with beyond a dozen different kind of scenarios so there is no real drive to explore because you know it will be the same exact situation.  Sure| you may find a new kind of world but its just eye candy with no hold on you beyond that.The game does what it tries to do well at this point but it's not a Star Trek - explore and meet new interesting people and places kind of experience and that is what I was hoping for (fair or not).If the game had a "maybe" then I would grade it at that| but for me its a thumbs down because I crave games that offer depth beyond eye candy.UPDATE:With the launch of beyond| I think there are enough improvements in the game play to really make it worthwhile.  The base building is interesting| Nexus adds some nice options and overall polish makes the game fun.I will say though| the game is what it is.  Meaning| I see NMS as an issue of quantity over quality.  The quality has increased enough to make things worthwhile but as a base building and exploration sim I still think something like Subnautica does a better job.  I would play both but if your waiting for NMS to grow into a super sized version of Subnautica I don't think that is realistic.
Recommended,Posted: December 13| 2018,Imagine a guy comes up to you and beats the s.h.i.t out of you and leaves you for death| steals all your ♥♥♥♥| and sleeps with your wife.  Then| over the next year| he pays for all your medical bills| checks up on you regluarly to make sure everything is ok| and tries so often (but not say it explicity) to apologize for the wife thing.    He then takes you out and buys you ice cream and you guys become good friends.What do you say in this situation?  This is No Man's Sky.
Recommended,Posted: August 4| 2018,How to fix a bad game?A. Abandon the game.B. Accuse reviewers & players of slander.C. Blame it on The Legend Of Zelda: Breath Of The Wild success.D. Posting a picture of a dog in a burning building & say "This is fine." on TwitterE. Shut the ♥♥♥♥ up & actually fixing & improving the game.Hello Games chose E.
Not Recommended,Posted: August 31| 2016,I played this for many hours thinking that I would eventually get to actual gameplay behind the endless grind of upgrading the slots in your inventory.  The farther in I went| the more it became apparent that there WAS no game here.  What the developers have created is an excellent platform to build a game in.  They just never got that far.
Not Recommended,Posted: May 17| 2017,The fact that this title is still $60 says a lot about the ethics of Hello Games. The blatant lies told by the devs and the use of pre-rendered footage passed of as "actual gameplay" prior to release. The continuation of lies after the game was released. Yeah| they're adding new content (small amounts of it)| but too little too late. It was a cleverly disguised sham of a game that took you around 4 hours to dig below the thin surface to find out what you thought you bought was nowhere near what you received| allowing both Hello Games and Steam to skirt the refund policy. Quite possibly one of the worst game puchases I've ever made in 30 years of gaming.
Recommended,Posted: March 7| 2019,Over 2 years later| this game is finally fun.
Recommended,Posted: July 8| 2019,A good example of how its actually possible to save the Titanic.
Recommended,Posted: August 15| 2019,I forgive you.
Not Recommended,Posted: August 22| 2016,Pros:- mr Sean Murray sold it well- the hype train was cool- i got to return it and get my money backCons:- the actual game
Recommended,Posted: July 25| 2018,- I can play with my friends;- In-game vocal chat- Graphic overhaul looks amazing- Ringed planets- Beautiful Landscapes- Great space battles- I can own a Mother Ship- I can own a fleet of Ships and be a true captain- Improved base-buildingEnough said. 9/10. Thank you Uncle Sean.
Recommended,Posted: August 12| 2017,While I kinda "enjoyed" the game at release| I was quickly dissapointed by the expectations that they forced upon me. I eventually gave up after about 100 hours because it just wasnt what I wanted.Advance time by one year and here we are. With their latest huge update| they showed me that they do care about the state of the game and they brought it much closer to what I once believed this game would be judging by the videos and screenshots of E3.I had to mod this game to actually enjoy it previously| now?Most of the mods I used are implemented into the game and I don't even think I really want to mod the game anymore other than maybe reshade.You can now:-call your ship to you-teleport to your freighter-farming-building-terraforming(you were able to destroy| but now you can create)-vehicles-more quests and factions-more variety-muchhhhhh better graphics-30hr story expansion-Multiplayer(sorta like a beta but it works!)Honestly I can go on| but I really just wanna go play..!! With the special its on| if you were ever hesitant about this purchase| do it. You'll immerse yourself into a grand sandbox universe. HG really pulled it off. Late| but they did it. Give them a chance| I don't think you'll be dissapointed| not as much as release anyways.Keep it up team| you have my vote.
Not Recommended,Posted: January 23| 2017,Love it or hate it| this game is unfinished. The devs know it. Sony knows it. Everyone who bought this game knows it. It's able to sell because the game at heart has a great idea| and the devs and publisher know how to market it. The question is if you would pay $60 for an idea or a game. If you buy No Man's Sky| all you'll get is the former. If you're looking for the game| you won't find it here. They will tell you that you're buying the game (just look at these trailers and screenshots) but it's not. It's deceptive| disgusting| and borderline fraud| but it's business. Only purchase if you have faith in Hello Games| even after they lied to you.
Not Recommended,Posted: February 18| 2017,Learned a good lesson with buying this game: Don't board the hype train.  I really wanted to like this game after I bought it (The $150 Explorers Edition).  The game is boring and you are stuck doing the same crap from planet to planet.  It would have been a good game at $10 because it feels like a unfinished beta.  It has so many missing features.  This is not the game that they showed in the trailers.
Not Recommended,Posted: September 10| 2019,I respect the hell out of what Hello Games has done to improve the state of this game. I played it at launch| and I played it again any time a major expansion released and each time it has gotten better and better. In its current state| there is much more to do| there are places to explore and a storyline to follow| and a "point" to gathering all of the materials: base building| upgrades| and more. For that| it is commendable - and I certainly appreciate a new space VR game to take some time out of Elite. But this is still not a game that I can recommend. Hello Games has addressed the problem of there being nothing to do in the game but have failed to fix basic issues that keep turning me away from the game each time that I come back to it. These include:   Terrain pop-in. A game as massive as this will need to manage draw distance in some way| I understand that. What I cannot forgive is mountains and trees that change shape drastically several times as I fly toward them| or even worse appear out of thin air giving me no time to crash into them. Which leads me directly into:   The wishy-washy flight model. Ships fishtail around in the sky and don't differ meaningfully from each other in terms of handling| acceleration and features. Ships auto-accelerate and never fully stop| making it difficult to perform precise maneuvers. The game also babies you and tries its best to not let you crash into terrain. You have to be so precise with your aim in space combat that it is almost impossible to line up shots in a consistent manner. It just doesn't feel good to be in my spaceship in this game| whether in first or third-person view and in a game that is ostensibly about exploring the universe| this is unforgivable. To be clear: I don't want Elite: Dangerous or Star Citizen levels of realism in the flight model but I want to do ill-advised stunts through archways in the terrain| and juke enemies in an asteroid field and I want to do it all in a ship that feels responsive and accurate.   The Color Palette and planet generation. Very| very few planets that I have come across thus far have been interesting. Sure| there are neat plants and things to explore but 9/10 planets feel drab| lifeless| and marred by drastic color contrasts or uninteresting palettes. In the game I recently started| I went to a Red Planet| a Pink Planet| a Beige Planet| a Green Planet| another Red Planet| and finally another Beige Planet. None of them offered landscapes that were particularly interesting. Nothing I wanted to build a base on let alone explore for more than a few minutes to find the resources I need| and then get back off. Combined with the pop-in issues and generally unimpressive effects| textures and lighting I don't ever want to remain planetside for longer than I have to.   Performance Issues. My rig is running a Ryzen 3900X and a 2080 Ti with 16 GB of RAM. There should not be performance issues and yet when interacting with Knowledge Stones| entering atmospheres and at random points throughout the game I experience stutter| missed inputs and general frame drops. This isn't in VR| it's not in 4K| and my system usage isn't maxing out when this happens either.    Inventory Management. My God almighty this is unimpressive. The layout of your... what is it... six? seven maybe? separate inventories/technology layouts is unintelligible| clunky and difficult to manage on a controller. Simple as that| it's bad. There have been updates addressing the most common QoL complaints but it needs a revamp from the bottom up to keep up with all the upgrades| separate materials and crafting components. It's way too small and way too hard to manage. I will keep coming back to No Man's Sky every time there is an update. I really want this game to be great. I share Hello Games' vision of a "Chill exploration experience|" letting off steam laid back with my controller or with my headset captaining a ship through an exotic| surreal galaxy. But it cannot be chill if I'm constantly managing my inventory. I don't want to explore when every planet is uninteresting and graphical glitches abound. And it's not a good experience when I don't enjoy flying in my spaceship or dealing with performance issues. This game is worth keeping up with| and not worth giving up on. I don't think I ever will. I am impressed by how far it has come and am just waiting for that last extra step before I will enjoy it.
Recommended,Posted: August 12| 2017,For a game that got crapped on by everybody and has become a joke. Hello Games is still working to improve the game and listen to its customers even now| instead of taking the money and running. To me thats worth a lot in the gaming community.
